Date,Time,ICL1021
22/07/12,24:00:00,0.0
22/07/13,24:00:00,0.0
22/07/14,24:00:00,0.0
22/07/15,24:00:00,0.0
22/07/16,24:00:00,0.0
22/07/17,24:00:00,0.0
22/07/18,24:00:00,0.0
22/07/19,24:00:00,0.0
22/07/20,24:00:00,0.0
22/07/21,24:00:00,0.0
22/07/22,24:00:00,0.0
22/07/23,24:00:00,0.0
22/07/24,24:00:00,0.0
22/07/25,24:00:00,0.0
22/07/26,24:00:00,0.0
22/07/27,24:00:00,0.0
22/07/28,24:00:00,0.0
22/07/29,24:00:00,0.0
22/07/30,24:00:00,0.0
22/07/31,24:00:00,0.0
22/08/01,24:00:00,0.0
22/08/02,24:00:00,0.0
22/08/03,24:00:00,0.0
22/08/04,24:00:00,0.0
22/08/05,24:00:00,0.0
22/08/06,24:00:00,0.0
22/08/07,24:00:00,0.0
22/08/08,24:00:00,0.0
22/08/09,24:00:00,0.0
22/08/10,24:00:00,0.0
22/08/11,24:00:00,0.0
22/08/12,24:00:00,0.0
22/08/13,24:00:00,0.0
22/08/14,24:00:00,0.0
22/08/15,24:00:00,0.0
22/08/16,24:00:00,0.0
22/08/17,24:00:00,0.0
22/08/18,24:00:00,0.0
22/08/19,24:00:00,0.0
22/08/20,24:00:00,0.0
22/08/21,24:00:00,0.0
22/08/22,24:00:00,0.0
22/08/23,24:00:00,0.0
22/08/24,24:00:00,0.0
22/08/25,24:00:00,0.0
22/08/26,24:00:00,0.0
22/08/27,24:00:00,20.70000000001164
22/08/28,24:00:00,9.5
22/08/29,24:00:00,7.7999999999883585
22/08/30,24:00:00,0.0
22/08/31,24:00:00,11.89999999999418
22/09/01,24:00:00,124.5
22/09/02,24:00:00,4.0
22/09/03,24:00:00,0.0
22/09/04,24:00:00,0.0
22/09/05,24:00:00,0.0
22/09/06,24:00:00,0.0
22/09/07,24:00:00,0.0
22/09/08,24:00:00,781755.11
22/09/09,24:00:00,6.239999999997963
22/09/10,24:00:00,4.620000000002619
22/09/11,24:00:00,218353.53
22/09/12,24:00:00,0.0
22/09/13,24:00:00,0.0
22/09/14,24:00:00,0.0
22/09/15,24:00:00,0.0
22/09/16,24:00:00,781671.32
22/09/17,24:00:00,7.1599999999962165
22/09/18,24:00:00,10.459999999999127
22/09/19,24:00:00,0.0
22/09/20,24:00:00,0.0
22/09/21,24:00:00,0.0
22/09/22,24:00:00,0.0
22/09/23,24:00:00,0.0
22/09/24,24:00:00,0.0
22/09/25,24:00:00,0.0
22/09/26,24:00:00,0.0
22/09/27,24:00:00,0.0
22/09/28,24:00:00,0.0
22/09/29,24:00:00,0.0
22/09/30,24:00:00,0.0
22/10/01,24:00:00,0.0
22/10/02,24:00:00,0.0
22/10/03,24:00:00,0.0
22/10/04,24:00:00,0.0
22/10/05,24:00:00,0.0
22/10/06,24:00:00,0.0
22/10/07,24:00:00,0.0
22/10/08,24:00:00,0.0
22/10/09,24:00:00,0.0
22/10/10,24:00:00,0.0
22/10/11,24:00:00,0.0
22/10/12,24:00:00,0.0
22/10/13,24:00:00,0.0
22/10/14,24:00:00,218925.06
22/10/15,24:00:00,5.800000000017462
22/10/16,24:00:00,8.599999999976717
22/10/17,24:00:00,0.0
22/10/18,24:00:00,0.0
22/10/19,24:00:00,0.0
22/10/20,24:00:00,74.30000000001746
22/10/21,24:00:00,12.60000000000582
22/10/22,24:00:00,11.39999999999418
22/10/23,24:00:00,7.100000000005821
22/10/24,24:00:00,0.0
22/10/25,24:00:00,0.0
22/10/26,24:00:00,0.0
22/10/27,24:00:00,0.0
22/10/28,24:00:00,781183.02
22/10/29,24:00:00,218919.98
22/10/30,24:00:00,11.299999999988358
22/10/31,24:00:00,0.0
22/11/01,24:00:00,0.0
22/11/02,24:00:00,0.0
22/11/03,24:00:00,0.0
22/11/04,24:00:00,0.0
22/11/05,24:00:00,120.60000000000582
22/11/06,24:00:00,781001.77
22/11/07,24:00:00,0.0
22/11/08,24:00:00,0.0
22/11/09,24:00:00,0.0
22/11/10,24:00:00,1000023.4400000002
22/11/11,24:00:00,6.130000000004657
22/11/12,24:00:00,219097.96
22/11/13,24:00:00,13.700000000011642
22/11/14,24:00:00,0.0
22/11/15,24:00:00,0.0
22/11/16,24:00:00,0.0
22/11/17,24:00:00,93.89999999999418
22/11/18,24:00:00,780817.33
22/11/19,24:00:00,219238.57
22/11/20,24:00:00,12.89999999999418
22/11/21,24:00:00,0.0
22/11/22,24:00:00,0.0
22/11/23,24:00:00,0.0
22/11/24,24:00:00,0.0
22/11/25,24:00:00,780781.01
22/11/26,24:00:00,219362.49
22/11/27,24:00:00,13.60000000000582
22/11/28,24:00:00,0.0
22/11/29,24:00:00,0.0
22/11/30,24:00:00,0.0
22/12/01,24:00:00,95.30000000001746
22/12/02,24:00:00,780556.7300000001
22/12/03,24:00:00,3.569999999999709
22/12/04,24:00:00,219504.6
22/12/05,24:00:00,0.0
22/12/06,24:00:00,0.0
22/12/07,24:00:00,0.0
22/12/08,24:00:00,780510.28
22/12/09,24:00:00,219598.41999999998
22/12/10,24:00:00,35.40000000002328
22/12/11,24:00:00,780377.13
22/12/12,24:00:00,0.0
22/12/13,24:00:00,0.0
22/12/14,24:00:00,0.0
22/12/15,24:00:00,0.0
22/12/16,24:00:00,0.0
22/12/17,24:00:00,0.0
22/12/18,24:00:00,0.0
22/12/19,24:00:00,19.50999999999476
22/12/20,24:00:00,1.25
22/12/21,24:00:00,0.0
22/12/22,24:00:00,0.0
22/12/23,24:00:00,0.0
22/12/24,24:00:00,10.010000000002037
22/12/25,24:00:00,0.0
22/12/26,24:00:00,0.0
22/12/27,24:00:00,1.4800000000032014
22/12/28,24:00:00,0.0
22/12/29,24:00:00,0.0
22/12/30,24:00:00,0.0
22/12/31,24:00:00,219845.21999999997
